,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4212,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4213,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4214,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4215,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4216,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4217,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4218,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4219,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4220,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4221,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4222,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4223,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4224,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4225,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4226,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4227,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4228,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4229,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4230,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4231,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4232,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4233,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4234,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4235,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4236,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4237,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4238,Malaria, Chills, Vomiting, High fever, Sweating
4239,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4240,Dengue, Skin rash, Chills, Joint pain, Vomiting
4241,Typhoid, Chills, Vomiting, Fatigue, High fever
4242,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4243,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4244,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4245,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4246,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4247,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4248,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4249,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4250,Pneumonia, Chills, Fatigue, Cough, High fever
4251,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4252,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4253,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4254,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4255,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4256,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4257,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4258,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4259,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4260,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4261,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4262,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4263,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4264,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4265,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4266,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4267,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4268,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4269,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4270,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4271,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4272,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4273,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4274,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4275,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4276,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4277,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4278,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4279,Malaria, Chills, Vomiting, High fever, Sweating
4280,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4281,Dengue, Skin rash, Chills, Joint pain, Vomiting
4282,Typhoid, Chills, Vomiting, Fatigue, High fever
4283,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4284,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4285,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4286,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4287,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4288,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4289,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4290,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4291,Pneumonia, Chills, Fatigue, Cough, High fever
4292,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4293,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4294,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4295,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4296,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4297,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4298,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4299,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4300,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4301,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4302,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4303,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4304,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4305,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4306,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4307,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4308,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4309,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4310,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4311,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4312,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4313,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4314,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4315,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4316,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4317,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4318,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4319,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4320,Malaria, Chills, Vomiting, High fever, Sweating
4321,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4322,Dengue, Skin rash, Chills, Joint pain, Vomiting
4323,Typhoid, Chills, Vomiting, Fatigue, High fever
4324,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4325,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4326,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4327,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4328,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4329,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4330,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4331,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4332,Pneumonia, Chills, Fatigue, Cough, High fever
4333,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4334,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4335,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4336,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4337,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4338,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4339,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4340,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4341,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4342,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4343,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4344,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4345,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4346,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4347,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4348,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4349,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4350,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4351,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4352,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4353,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4354,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4355,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4356,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4357,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4358,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4359,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4360,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4361,Malaria, Chills, Vomiting, High fever, Sweating
4362,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4363,Dengue, Skin rash, Chills, Joint pain, Vomiting
4364,Typhoid, Chills, Vomiting, Fatigue, High fever
4365,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4366,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4367,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4368,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4369,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4370,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4371,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4372,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4373,Pneumonia, Chills, Fatigue, Cough, High fever
4374,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4375,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4376,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4377,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4378,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4379,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4380,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4381,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4382,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4383,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4384,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4385,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4386,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4387,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4388,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4389,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4390,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4391,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4392,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4393,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4394,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4395,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4396,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4397,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4398,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4399,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4400,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4401,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4402,Malaria, Chills, Vomiting, High fever, Sweating
4403,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4404,Dengue, Skin rash, Chills, Joint pain, Vomiting
4405,Typhoid, Chills, Vomiting, Fatigue, High fever
4406,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4407,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4408,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4409,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4410,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4411,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4412,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4413,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4414,Pneumonia, Chills, Fatigue, Cough, High fever
4415,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4416,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4417,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4418,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4419,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4420,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4421,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4422,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4423,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4424,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4425,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4426,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4427,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4428,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4429,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4430,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4431,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4432,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4433,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4434,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4435,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4436,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4437,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4438,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4439,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4440,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4441,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4442,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4443,Malaria, Chills, Vomiting, High fever, Sweating
4444,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4445,Dengue, Skin rash, Chills, Joint pain, Vomiting
4446,Typhoid, Chills, Vomiting, Fatigue, High fever
4447,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4448,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4449,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4450,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4451,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4452,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4453,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4454,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4455,Pneumonia, Chills, Fatigue, Cough, High fever
4456,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4457,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
